,Unnamed: 0,OBJECTID,Agency,State,Unit ID,Unit Name,Fire_Code,Incident Indentifier,Fire Name,Protection_Type,Cause,Owner,Acres,WUI,Size Class,Size_Class_Rank,Date,Month,Day,Year,MONTHST,DAYST,YEARST,Elevation,LatNAD83,LongNAD83,created_user,created_date,last_edited_user,last_edited_date,District,GlobalID,County,Dispatch Unit ID,x,y,PresBurn,FireName,Date_cData
16827,16827,17156,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,GK5H,NV-RNOX-1124,CAUGHLIN RANCH,,Human,14,1940.469225,,F,6,11/18/2011 0:00,11,18,2011,11,18,2011,5203,39.47472222,-119.8505556,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,6b849e10-e8c6-44df-8a6b-ba102a723c53,Washoe,USNVSFC,254803.6924,4373338.589,NO,,
16831,16831,17160,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,F56H,403,HOGE,,Human,5,10,,C,3,7/2/2011 0:00,7,2,2011,7,2,2011,6378,39.58638889,-119.8988889,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,6c8462e3-7190-4dd0-a18b-e293097d32df,Washoe,USNVSFC,251045.0562,4385867.277,NO,,
16833,16833,17162,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,F6FF,404,RAVEN,,Human,5,1.5,,B,2,7/4/2011 0:00,7,4,2011,7,4,2011,6365,39.56444444,-119.8983333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,07b0b4a4-6f5b-4556-b6d9-6a509f6b4b3e,Washoe,USNVSFC,251014.2,4383429.704,NO,,
16837,16837,17166,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,F6UW,,C-HILL,,Human,5,5,,B,2,7/8/2011 0:00,7,8,2011,7,8,2011,5584,39.1575,-119.7877778,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,2debb33d-cb82-4f2f-b93c-ba6ea1a04b25,Carson City,USNVSFC,259118.0738,4337956.811,NO,,
16838,16838,17167,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,F6YU,406,WOOD CHUCK,,Human,5,1.5,,B,2,7/9/2011 0:00,7,9,2011,7,9,2011,5328,39.48833333,-119.8955556,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,1e4efa94-4657-4115-85b6-eea6f2806e7b,Washoe,USNVSFC,250980.8863,4374973.046,NO,,
16839,16839,17168,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,F7N1,407,BROOKLYN,,Human,14,95,,C,3,7/17/2011 0:00,7,17,2011,7,17,2011,5518,39.55027778,-119.9086111,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,1a118137-4034-4262-a6a0-618005a59f02,Washoe,USNVSFC,250080.2409,4381885.606,NO,,
20070,20070,20411,BLM,NV,NVCCD,Carson City District,JZE1,2015-NVCCD-030468,Ft. Sage,,Natural,,296.5818275,,D,4,7/21/2015 0:00,7,21,2015,7,21,2015,4993,40.0486,-119.9539,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,d1c85e0e-e54a-4bd8-bd09-5ef2c15c3e61,Washoe,USNVSFC,248014.2308,4437344.709,NO,,
7739,7739,7998,FS,CA,CATMU,Lake Tahoe Basin Management Unit,8531,CA-TMU-12859,SHOWERS,,Human,5,294,,D,4,8/19/2002 0:00,8,19,2002,8,19,2002,7615,38.775,-120.025,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,50e38620-5bd6-4e93-9717-3d4d464de626,El Dorado,USCACICC,237205.7972,4296155.388,NO,,
29095,29095,31050,BLM,CA,CACND,Central California District,R4FW,2024-CACND-030817,Cow Camp,,Natural,,291.5,,D,,7/23/2024 0:00,7,23,2024,,,,7949,38.31610524,-119.0787628,,,,,Central California District,d8b2b259-7977-469c-ac38-60022494e3bd,Mono,USNVSFC,318267.0645,4242932.987,NO,,
16876,16876,17205,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,GDJ8,,HIGHWAY,,Human,14,2.5,,B,2,8/29/2011 0:00,8,29,2011,8,29,2011,5174,38.80555556,-119.7808333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,07c87874-2486-420f-9668-cd39f9637ed8,Alpine,USNVSFC,258524.545,4298873.167,NO,,
16889,16889,17218,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,EK1P,616,PILOT,,Natural,5,10,,C,3,9/11/2011 0:00,9,11,2011,9,11,2011,7687,38.4225,-119.2177778,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,68574403-9ee1-47a7-a1fc-2446c5d3c094,Mono,USNVSFC,306396.3416,4255023.185,NO,,
16892,16892,17221,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,EK1P,413,DARK,,Natural,13,3,,B,2,9/12/2011 0:00,9,12,2011,9,12,2011,7018,39.66611111,-120.0847222,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,30521a12-2053-4738-b9a0-314cbd949620,Sierra,USNVSFC,235387.1462,4395249.128,NO,,
16899,16899,17228,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,EK1P,618,EASTSIDE,,Natural,5,21.3,,C,3,9/24/2011 0:00,9,24,2011,9,24,2011,6775,38.61444444,-119.3883333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,405522b7-6b08-4715-9295-32f881ae7edb,Douglas,USNVSFC,292058.9055,4276698.07,NO,,
16900,16900,17229,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,GG6C,NV-HTF-994,BUCKEYE,,Natural,5,1100,,F,6,9/25/2011 0:00,9,25,2011,9,25,2011,8386,38.245,-119.3616667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,6ca19d0a-518d-4160-886b-b37f7d32da53,Mono,USNVSFC,293329.893,4235636.336,NO,,
16910,16910,17239,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,GJ9D,,GARDEN,,Human,14,11.97440739,,C,3,10/29/2011 0:00,10,29,2011,10,29,2011,5016,39.15,-119.7863889,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,fff46039-3646-42e5-8125-99b0485fb55a,Carson City,USNVSFC,259212.5188,4337120.615,NO,,
16983,16983,17312,BIA,NV,NVCCD,Carson City District,F2J6,,WNA 2,,Undetermined,2,10,,C,3,4/14/2011 0:00,4,14,2011,4,14,2011,4022,39.6644,-119.2789,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,80280a1d-9495-4f2d-b36b-8357b0cd3538,Washoe,USNVSFC,304515.1754,4392992.141,NO,,
16984,16984,17313,BIA,NV,NVCCD,Carson City District,F36F,,WNA 4,,Undetermined,2,3,,B,2,5/25/2011 0:00,5,25,2011,5,25,2011,4062,39.6364,-119.2825,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,0b0f9824-2c0d-483c-98be-f1882ad2f6b8,Washoe,USNVSFC,304127.2876,4389891.991,NO,,
16988,16988,17317,BLM,NV,NVCCD,Carson City District,,,LYOX 6,,Human,8,45,,C,3,6/14/2011 0:00,6,14,2011,6,14,2011,4760,39.5139,-119.1303,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,eda8e727-d7ea-4044-b0ad-6d5a86ce54c7,Lyon,USNVSFC,316867.2714,4375973.861,NO,,
16989,16989,17318,BLM,NV,NVCCD,Carson City District,,,LYOX 7,,Human,1,93,,C,3,6/17/2011 0:00,6,17,2011,6,17,2011,4242,39.29,-119.3797,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,ca416fc6-46ed-47a1-ad9c-ba46b5d363a5,Lyon,USNVSFC,294769.5992,4351658.737,NO,,
16990,16990,17319,BLM,NV,NVCCD,Carson City District,,,NDF 13,,Human,8,3.5,,B,2,6/18/2011 0:00,6,18,2011,6,18,2011,4518,39.3128,-119.5569,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,86090673-4cda-4d96-9c8f-bf1480e4428d,Storey,USNVSFC,279557.1187,4354606.725,NO,,
9438,9438,9705,BLM,NV,NVCCD,Carson City District,J670,,FAIRVIEW,,Human,1,290.6798235,,D,4,9/30/2003 0:00,9,30,2003,9,30,2003,6194,39.2244,-118.1098,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e819a615-8cee-4281-aefb-07d2a80005f5,Churchill,USNVSFC,404203.5449,4342265.699,NO,,
16999,16999,17328,BIA,NV,NVCCD,Carson City District,F52W,,WNA 7,,Undetermined,2,3,,B,2,7/1/2011 0:00,7,1,2011,7,1,2011,4055,40.265,-119.6978,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,86e979f4-2f67-49e2-bc7e-a5b23484708f,Washoe,USNVSFC,270595.1531,4460662.387,NO,,
17002,17002,17331,BLM,NV,NVCCD,Carson City District,,,CARX 4,,Human,8,2,,B,2,7/3/2011 0:00,7,3,2011,7,3,2011,4800,39.1797,-119.6856,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,064d29ec-586c-4699-ba9c-0a134132bff6,Carson City,USNVSFC,268021.2436,4340154.462,NO,,
17006,17006,17335,BLM,NV,NVCCD,Carson City District,,,NDF 3,,Undetermined,8,40.9,,C,3,6/25/2011 0:00,6,25,2011,6,25,2011,4619,39.4966,-119.640297,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,6ab4404b-3c8a-46ec-a48a-a00177758315,Storey,USNVSFC,272963.2965,4375215.648,NO,,
17008,17008,17337,BLM,NV,NVCCD,Carson City District,,,I 80,,Human,1,4.2,,B,2,6/27/2011 0:00,6,27,2011,6,27,2011,4249,39.5797,-119.4703,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,75cf4592-c0fa-4cb4-9b7d-dde79c291a84,Washoe,USNVSFC,287836.3189,4384024.861,NO,,
17010,17010,17339,BIA,NV,NVCCD,Carson City District,F60S,,WNA 14,,Undetermined,2,40,,C,3,7/9/2011 0:00,7,9,2011,7,9,2011,3865,39.9503,-119.5992,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,77751f25-b342-4756-a990-1cbfdda6e48d,Washoe,USNVSFC,277958.7898,4425476.235,NO,,
17011,17011,17340,BLM,NV,NVCCD,Carson City District,,,CARX 5,,Human,1,11,,C,3,7/9/2011 0:00,7,9,2011,7,9,2011,4610,39.1792,-119.6717,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,98917749-b206-4737-98a3-f02163a6f8b7,Carson City,USNVSFC,269220.4497,4340063.469,NO,,
17014,17014,17343,C&L,NV,NVRNOX,Reno Fire Department,,,RNOX 1,,Undetermined,8,1.8,,B,2,7/9/2011 0:00,7,9,2011,7,9,2011,4334,39.80111,-119.62064,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,efaf8430-f9bc-4352-b70c-d7fe921fa21f,Washoe,USNVSFC,275641.0233,4408968.463,NO,,
17015,17015,17344,BLM,NV,NVCCD,Carson City District,F7H6,,GOLDEN EAGLE,,Human,1,73.91435566,,C,3,7/15/2011 0:00,7,15,2011,7,15,2011,4957,39.5756,-119.6581,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,67067468-a695-4ffa-80e5-d16a0d0530a4,Washoe,USNVSFC,271691.384,4384030.038,NO,,
20344,20344,20705,BLM,NV,NVCCD,Carson City District,J9UF,2016-NVCCD-030179,Pyramid,,Undetermined,,287.464731,,D,4,6/3/2016 0:00,6,3,2016,6,3,2016,4364,39.89764,-119.6228,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,fff50925-c6a2-4bcc-a459-a1e5f2a8c194,Washoe,USNVSFC,275770.6125,4419689.519,NO,,
17024,17024,17353,BLM,NV,NVCCD,Carson City District,,,PLAIN,,Natural,1,4,,B,2,8/1/2011 0:00,8,1,2011,8,1,2011,5551,39.265,-119.4569,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,453e6cfa-fa62-4605-ab4a-bf449658eb99,Lyon,USNVSFC,288035.5261,4349061.894,NO,,
17025,17025,17354,BLM,NV,NVCCD,Carson City District,,,LYOX 8,,Natural,8,5,,B,2,7/29/2011 0:00,7,29,2011,7,29,2011,4564,39.3522,-119.4667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,18198b96-4036-46c3-9135-ab0ea4541a3b,Lyon,USNVSFC,287454.0871,4358763.883,NO,,
17027,17027,17356,BLM,CA,NVCCD,Carson City District,F8EA,,AIRPORT,,Human,1,80.89455932,,C,3,7/25/2011 0:00,7,25,2011,7,25,2011,5915,38.7306,-119.7719,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,23a551ad-b01a-4a25-9e5c-83dcd08b202f,Alpine,USNVSFC,259048.1784,4290529.899,NO,,
17032,17032,17361,BLM,NV,NVCCD,Carson City District,F8SW,,JOHN,,Human,1,39.91154475,,C,3,7/29/2011 0:00,7,29,2011,7,29,2011,4823,39.585,-119.7633,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,27577814-d7f4-4271-b975-f69db349652f,Washoe,USNVSFC,262686.3655,4385346.097,NO,,
17033,17033,17362,BLM,NV,NVCCD,Carson City District,,,NDF 16,,Natural,8,5,,B,2,7/29/2011 0:00,7,29,2011,7,29,2011,4629,39.3258,-119.5375,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,c25e0188-4570-42ce-b370-3851cbb7409f,Storey,USNVSFC,281270.4269,4356002.563,NO,,
17035,17035,17364,BLM,NV,NVCCD,Carson City District,F8UW,NV-CCD-0690,WILDCAT,,Natural,1,1873.274722,,F,6,7/30/2011 0:00,7,30,2011,7,30,2011,5187,39.9442,-119.8836,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7ae36a9e-677c-4e3c-b680-8633787ed1c2,Washoe,USNVSFC,253638.0664,4425546.165,NO,,
29576,29576,31531,BLM,NV,NVCCD,Carson City District,R0FR,2024-NVCCD-030373,447,,Human,,286,,D,,6/12/2024 0:00,6,12,2024,,,,4163,39.76308835,-119.340696,,,,,Carson City District,4ac51c42-e5d0-49e1-8aa2-92b3ec767f7b,Washoe,USNVSFC,299499.8571,4404083.225,NO,,
17037,17037,17366,BIA,NV,NVCCD,Carson City District,F8WE,,WNA 13,,Natural,2,95,,C,3,7/30/2011 0:00,7,30,2011,7,30,2011,4288,39.7789,-119.3736,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,066b561b-fc8c-4e43-be43-54d764d1f4ea,Washoe,USNVSFC,296727.6021,4405912.586,NO,,
17038,17038,17367,BLM,NV,NVCCD,Carson City District,,,FLAT,,Human,1,7,,B,2,8/11/2011 0:00,8,11,2011,8,11,2011,4724,39.1858,-119.6911,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3c4c0874-0b77-4c7a-9cf2-1eb9f44e4df2,Carson City,USNVSFC,267566.1969,4340845.654,NO,,
17040,17040,17369,BLM,NV,NVCCD,Carson City District,,,WINDMILL,,Human,1,3,,B,2,8/12/2011 0:00,8,12,2011,8,12,2011,4386,39.065,-119.2272,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,f7470e00-88e2-4356-b43f-0c7c40201d1e,Lyon,USNVSFC,307309.3343,4326350.593,NO,,
17043,17043,17372,C&L,NV,NVEFKX,East Fork Fire and Paramedic District,,,EFKX 2,,Undetermined,8,3.5,,B,2,8/7/2011 0:00,8,7,2011,8,7,2011,5098,38.7411,-119.463303,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,4b980cb5-a731-4840-b3ef-990e1f29cfa2,Douglas,USNVSFC,285908.6824,4290927.861,NO,,
17044,17044,17373,BLM,NV,NVCCD,Carson City District,,,EAGLE,,Human,1,4,,B,2,8/7/2011 0:00,8,7,2011,8,7,2011,5197,39.6756,-119.7644,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,b94c7ac5-729b-4469-86de-61cbebe13347,Washoe,USNVSFC,262901.6278,4395406.278,NO,,
17045,17045,17374,BLM,NV,NVCCD,Carson City District,,,TEN MILE,,Human,1,4.4,,B,2,8/7/2011 0:00,8,7,2011,8,7,2011,6798,39.6739,-119.4875,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3853f797-ba70-4390-aad5-19bc8017d900,Washoe,USNVSFC,286648.6244,4394522.074,NO,,
17046,17046,17375,BLM,NV,NVCCD,Carson City District,F9S6,,JOHNS,,Human,1,46.27148351,,C,3,8/8/2011 0:00,8,8,2011,8,8,2011,5135,39.7178,-119.3989,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,9c56176c-9ff9-497e-b52f-28ad37fa7f9f,Washoe,USNVSFC,294379.0286,4399188.059,NO,,
17048,17048,17377,BLM,NV,NVCCD,Carson City District,GA1D,NV-CCD-793,WNA 20,,Undetermined,2,3815,,F,6,8/16/2011 0:00,8,16,2011,8,16,2011,5604,38.8475,-119.6394,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,44680d3a-b636-429d-8bd0-85e51d3624bc,Douglas,USNVSFC,270942.4874,4303164.333,NO,,
17049,17049,17378,BLM,NV,NVCCD,Carson City District,,,RNOX  8,,Undetermined,8,3,,B,2,8/16/2011 0:00,8,16,2011,8,16,2011,5157,39.5929,-119.8033,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,1b04dd86-3497-425e-873a-053b681c3d3b,Washoe,USNVSFC,259277.9941,4386329.494,NO,,
17050,17050,17379,BIA,NV,NVCCD,Carson City District,,NV-CCD-000835,WNA 16,,Natural,2,2377,,F,6,8/24/2011 0:00,8,24,2011,8,24,2011,5266,39.97,-119.4572,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7636cca6-dcda-4d7a-baa0-2da928b96fad,Washoe,USNVSFC,290151.0157,4427319.112,NO,,
17053,17053,17382,BLM,NV,NVCCD,Carson City District,,,NDF 15,,Undetermined,8,90,,C,3,8/21/2011 0:00,8,21,2011,8,21,2011,5236,39.4961,-119.4839,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,85330863-4f32-41ea-8d29-608eb2307c68,Storey,USNVSFC,286411.8746,4374777.349,NO,,
9583,9583,9851,BLM,NV,NVCCD,Carson City District,B1FT,NV-CCD-1266,DELAWARE,,Natural,1,285.5414893,,D,4,7/21/2005 0:00,7,21,2005,7,21,2005,6873,39.2517,-119.7047,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3f34ef23-ab09-403b-9278-b5f5e130bb22,Lyon,USNVSFC,266609.8656,4348195.552,NO,,
23416,23416,25369,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,N2KZ,2021-NVHTF-030269,Jacks Valley,,Human,,285,,D,,6/9/2021 0:00,6,9,2021,,,,5148,39.08803525,-119.815513,,,,,Carson City District,b89c9925-03f0-4472-9619-10d59ad3fd30,Douglas,USNVSFC,256481.9054,4330320.224,NO,,
17062,17062,17391,BLM,NV,NVCCD,Carson City District,,,RNOX 18,,Natural,8,11.8,,C,3,9/12/2011 0:00,9,12,2011,9,12,2011,6385,39.8306,-119.6028,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e247d1d2-48d7-422c-a2f5-b08e2ceb07c8,Washoe,USNVSFC,277263.8282,4412197.472,NO,,
6009,6009,6236,BLM,NV,NVWID,Winnemucca District,X447,,SQUAWCREEK,,Natural,1,284,,D,4,9/16/1995 0:00,9,16,1995,9,16,1995,5082,40.8832,-119.551,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,3b8e41eb-cdfb-43cb-9161-09716f36ab5b,Washoe,USNVCNC,285068.4023,4528924.105,NO,,
17066,17066,17395,BIA,NV,NVCCD,Carson City District,GFP9,,WNA 17,,Undetermined,2,3.5,,B,2,9/10/2011 0:00,9,10,2011,9,10,2011,4072,39.6356,-119.2839,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,37371429-7b42-4ed4-8b22-99aa79c0e7b9,Washoe,USNVSFC,304004.8755,4389806.247,NO,,
17068,17068,17397,BLM,NV,NVCCD,Carson City District,,,HUNGRY,,Human,1,5.5,,B,2,9/23/2011 0:00,9,23,2011,9,23,2011,5328,39.6658,-119.7653,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,6559784f-f33f-4f81-a66a-931314aa6780,Washoe,USNVSFC,262790.881,4394320.779,NO,,
17071,17071,17400,BLM,NV,NVCCD,Carson City District,,,LINEHAN,,Human,1,1.5,,B,2,9/17/2011 0:00,9,17,2011,9,17,2011,5531,39.2381,-119.6842,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,be5c965a-56a5-49f4-b7b2-890c23b8ad04,Lyon,USNVSFC,268334.3095,4346633.265,NO,,
17072,17072,17401,C&L,NV,NVRNOX,Reno Fire Department,,,RNOX 22,,Undetermined,8,1.5,,B,2,9/17/2011 0:00,9,17,2011,9,17,2011,4508,39.47561,-119.75617,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,91218822-c00b-4bfc-97d3-d49f646e6334,Washoe,USNVSFC,262926.7059,4373184.359,NO,,
17074,17074,17403,BLM,NV,NVCCD,Carson City District,,,CARX 6,,Undetermined,8,20,,C,3,9/21/2011 0:00,9,21,2011,9,21,2011,5971,39.2347,-119.7361,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,9f8ed668-ee01-477c-ab34-c4988663abe2,Carson City,USNVSFC,263842.8792,4346390.004,NO,,
17079,17079,17408,BLM,NV,NVCCD,Carson City District,GHM3,NV-CCD-1007,BURBANK,,Natural,1,1112.987344,,F,6,9/30/2011 0:00,9,30,2011,9,30,2011,4836,38.8361,-119.3928,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,2d2f87e3-8407-4ed7-bf33-8bc5deed7476,Lyon,USNVSFC,292313.0601,4301309.106,NO,,
17080,17080,17409,BLM,NV,NVCCD,Carson City District,GHU0,,WNA 19,,Natural,2,60,,C,3,9/30/2011 0:00,9,30,2011,9,30,2011,3842,39.8417,-119.4422,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,91639f54-bc30-4001-ac3b-fa5d15867f92,Washoe,USNVSFC,291042.4929,4413041.777,NO,,
17081,17081,17410,BLM,NV,NVCCD,Carson City District,,,RUBY HILL,,Natural,1,6,,B,2,9/30/2011 0:00,9,30,2011,9,30,2011,5620,39.8128,-119.8536,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,eaada1e2-9d0c-40db-9f2b-3c2c23af9e47,Washoe,USNVSFC,255735.3155,4410876.637,NO,,
17082,17082,17411,BLM,NV,NVCCD,Carson City District,,,DIXIE 1,,Natural,1,1.3,,B,2,9/30/2011 0:00,9,30,2011,9,30,2011,4852,39.9578,-119.9208,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,8a574deb-823d-4f5c-ad8d-6b7e5e6e24dc,Washoe,USNVSFC,250508.8449,4427159.431,NO,,
1907,1907,2123,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,8135,CA-RCC-9367,FLORISTON,,Human,5,282,,D,4,7/11/1999 0:00,7,11,1999,7,11,1999,6585,39.38527778,-120.0341667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,5d73653e-7623-4b82-9ac0-411770d7ad88,Nevada,USNVSFC,238672.9654,4363925.568,NO,,
17092,17092,17421,BLM,NV,NVCCD,Carson City District,,,DELORES,,Human,1,6,,B,2,10/16/2011 0:00,10,16,2011,10,16,2011,4951,39.6394,-119.7544,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,f4e16e52-74ad-43d5-a26f-50ccc093a18f,Washoe,USNVSFC,263636.0524,4391361.404,NO,,
17094,17094,17423,BLM,NV,NVCCD,Carson City District,,,DOUX 4,,Undetermined,8,13,,C,3,11/18/2011 0:00,11,18,2011,11,18,2011,4997,38.8797,-119.6844,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,56c57dba-9834-45da-acca-4589020a33ff,Douglas,USNVSFC,267141.7475,4306852.265,NO,,
17096,17096,17425,BLM,NV,NVCCD,Carson City District,,NV-RNOX-1134,RNOX 30,,Human,8,1725,,F,6,11/23/2011 0:00,11,23,2011,11,23,2011,4495,39.5153,-119.6483,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,5cae1262-8715-4c33-8d13-179702200144,Washoe,USNVSFC,272336.1117,4377311.633,NO,,
9157,9157,9421,BLM,NV,NVCCD,Carson City District,X597,,CLDSPRNGS2,,Human,1,282,,D,4,9/30/2000 0:00,9,30,2000,9,30,2000,5098,39.6452,-119.9585,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,69f6525d-f792-418b-9fc2-600ba757780b,Washoe,USNVSFC,246139.9809,4392562.87,NO,,
20377,20377,20776,C&L,NV,NVTMFX,Truckee Meadows Fire Protection District,KAY9,2016-NVTMFX-030220,Hawken,,Undetermined,,278,,D,4,6/15/2016 0:00,6,15,2016,6,15,2016,5003,39.48614,-119.8749,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,980d0654-769c-41f5-b2e5-2f46528882ba,Washoe,USNVSFC,252749.7874,4374672.627,NO,,
17448,17448,17777,BLM,NV,NVWID,Winnemucca District,F53J,NV-WID-000135,NIXON,,Undetermined,8,11194.3472,,G,7,7/2/2011 0:00,7,2,2011,7,2,2011,4652,39.75481,-119.21881,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,1f32ce9c-5a12-4f78-8b50-387291b6b825,Washoe,USNVSFC,309918.625,4402898.445,NO,,
17467,17467,17796,BLM,NV,NVWID,Winnemucca District,F8S3,NV-WID-204,NARROWS,,Natural,1,3318.730767,,F,6,7/29/2011 0:00,7,29,2011,7,29,2011,4862,39.7406,-119.2686,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,29356544-52d2-4c15-8855-04c3d8233bfc,Washoe,USNVSFC,305612.8471,4401427.999,NO,,
