,Unnamed: 0,OBJECTID,Agency,State,Unit ID,Unit Name,Fire_Code,Incident Indentifier,Fire Name,Protection_Type,Cause,Owner,Acres,WUI,Size Class,Size_Class_Rank,Date,Month,Day,Year,MONTHST,DAYST,YEARST,Elevation,LatNAD83,LongNAD83,created_user,created_date,last_edited_user,last_edited_date,District,GlobalID,County,Dispatch Unit ID,x,y,PresBurn,FireName,Date_cData
60,60,63,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,2,,B,2,6/21/1992 0:00,6,21,1992,6,21,1992,6877,38.58666667,-119.665,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,1d854bb4-e019-42bf-af5e-f8a6c915f3b1,Alpine,USNVSFC,267877.6166,4274278.47,NO,,
67,67,71,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Human,13,12,,C,3,7/3/1992 0:00,7,3,1992,7,3,1992,5564,39.44166667,-120.0333333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,e180bc6b-ce1e-46cc-b485-9745e4556d2c,Nevada,USNVSFC,238955.3599,4370182.85,NO,,
76,76,80,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Human,5,10,,C,3,7/20/1992 0:00,7,20,1992,7,20,1992,5351,39.44,-119.8333333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3d5249e4-3302-4301-8b06-86dd2ea0931b,Washoe,USNVSFC,256164.1033,4369437.449,NO,,
90,90,94,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,1.5,,B,2,8/13/1992 0:00,8,13,1992,8,13,1992,8320,38.61833333,-119.835,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,c948df94-292d-4b88-9642-d68e64867249,Alpine,USNVSFC,253176.5308,4278236.951,NO,,
97,97,101,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,2,,B,2,8/14/1992 0:00,8,14,1992,8,14,1992,6512,39.11,-119.8716667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,fc9dc377-14c6-47cb-a3db-12c58547aacf,Douglas,USNVSFC,251701.386,4332910.483,NO,,
100,100,104,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,5,,B,2,8/29/1992 0:00,8,29,1992,8,29,1992,8005,38.78333333,-119.8666667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,67af7708-9c31-489c-977d-773092419230,Alpine,USNVSFC,250992.4399,4296636.987,NO,,
123,123,127,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,13,71.1,,C,3,8/30/1992 0:00,8,30,1992,8,30,1992,5272,39.12166667,-119.7833333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7bc7c5ed-9b34-4dd5-91ea-9221d67cde63,Carson City,USNVSFC,259380.1044,4333967.489,NO,,
9503,9503,9771,BLM,NV,NVCCD,Carson City District,A7VK,,WATERFALL,,Human,2,8758.710012,,G,4,7/14/2004 0:00,7,14,2004,7,14,2004,5456,39.1505,-119.816,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,b49721f1-dc87-4cbf-8777-3cbaeed3aa5c,Carson City,USNVSFC,256654.961,4337255.176,NO,,
168,168,172,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,3,,B,2,9/6/1992 0:00,9,6,1992,9,6,1992,7766,38.31666667,-119.3383333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,37df0189-192c-4eb1-82ff-76d589447b6e,Mono,USNVSFC,295573.2734,4243537.958,NO,,
314,314,397,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Human,13,25,,C,3,7/13/1993 0:00,7,13,1993,7,13,1993,4925,39.49166667,-119.9933333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,ca66b9ed-4357-4551-b391-685dba0d8795,Washoe,USNVSFC,242582.8063,4375618.175,NO,,
319,319,402,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,5,,B,2,8/2/1993 0:00,8,2,1993,8,2,1993,5466,39.36666667,-119.7783333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,dd8b70b6-77b3-4870-a66b-68670865f351,Washoe,USNVSFC,260647.353,4361149.736,NO,,
336,336,420,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,,,Human,13,2,,B,2,11/20/1993 0:00,11,20,1993,11,20,1993,6286,39.63333333,-120.065,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,13229d0c-5ea9-4c32-bf37-96ede3a311ec,Sierra,USNVSFC,236954.9286,4391552.338,NO,,
352,352,436,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,,,Natural,5,20,,C,3,9/3/1993 0:00,9,3,1993,9,3,1993,6654,38.26666667,-118.6166667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,97457c74-e23a-4233-9d3f-b8dec0e5111f,Mineral,USNVSFC,358572.0877,4236638.818,NO,,
430,430,528,FS,CA,CAPNF,Plumas National Forest,,,CRYSTAL,,Human,5,80,,C,3,7/4/1993 0:00,7,4,1993,7,4,1993,7257,39.93,-120.1216667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,da6b3d42-3f66-459a-bf44-a890818a6b9a,Plumas,USCAPNFC,233240.0887,4424654.807,NO,,
434,434,540,FS,CA,CASTF,Stanislaus National Forest,,,RELIEF,,Human,5,4,,B,2,9/24/1993 0:00,9,24,1993,9,24,1993,7421,38.28666667,-119.7166667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,e66da933-e6fa-4111-8ca2-f80eddb822e5,Tuolumne,USCASTCC,262394.512,4241113.722,NO,,
491,491,601,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 004,,Human,13,2.6,,B,2,5/23/1994 0:00,5,23,1994,5,23,1994,6722,38.59833333,-119.695,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,c2213ea3-6f7c-4a30-827a-a2ceeed9160b,Alpine,USNVSFC,265302.1982,4275649.661,NO,,
495,495,605,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 008,,Human,5,2,,B,2,6/3/1994 0:00,6,3,1994,6,3,1994,6634,39.45,-119.875,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,4d94106c-29ad-4129-982b-94c78154d376,Washoe,USNVSFC,252613.1185,4370661.105,NO,,
501,501,611,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 017,,Human,5,2.5,,B,2,7/12/1994 0:00,7,12,1994,7,12,1994,5322,39.20666667,-119.815,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,0b057498-d930-48a2-8352-cd0a6316559b,Carson City,USNVSFC,256935.0569,4343487.092,NO,,
503,503,614,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 021,,Natural,5,35,,C,3,7/16/1994 0:00,7,16,1994,7,16,1994,7421,38.72833333,-119.695,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,62aac5af-c67b-4529-bdd9-a2da4f0ed307,Alpine,USNVSFC,265726.5195,4290078.601,NO,,
504,504,615,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 022,,Natural,5,25,,C,3,7/16/1994 0:00,7,16,1994,7,16,1994,5292,38.8,-119.735,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,83a40462-daf2-47d0-b4a3-9bf861c68199,Alpine,USNVSFC,262486.7123,4298136.359,NO,,
505,505,616,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 023,,Human,14,5,,B,2,7/24/1994 0:00,7,24,1994,7,24,1994,5614,39.39166667,-120.0283333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,63ac19a1-0d1d-46df-a565-7306ea34c5c7,Nevada,USNVSFC,239199.2817,4364617.907,NO,,
511,511,622,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 036,,Natural,5,5,,B,2,7/22/1994 0:00,7,22,1994,7,22,1994,5276,38.86,-119.6916667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,4e0e9a3c-6eb1-45fd-a6d7-bc75154613c5,Douglas,USNVSFC,266446.7892,4304684.245,NO,,
514,514,625,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 045,,Natural,13,5,,B,2,7/22/1994 0:00,7,22,1994,7,22,1994,5305,39.62833333,-119.9266667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,dd0c678a-584d-4845-ab5b-96081af7d7bc,Washoe,USNVSFC,248810.8869,4390600.893,NO,,
521,521,632,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 069,,Human,5,10,,C,3,9/6/1994 0:00,9,6,1994,9,6,1994,7323,38.765,-119.9283333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,228360fe-b683-4958-a157-84153bbb24f4,Alpine,USNVSFC,245569.6895,4294771.873,NO,,
561,561,672,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 041,,Natural,5,68,,C,3,7/27/1994 0:00,7,27,1994,7,27,1994,8314,38.41666667,-119.5,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,3c27cf6e-8415-466f-9984-88a9c373037e,Mono,USNVSFC,281738.449,4255006.574,NO,,
566,566,677,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,USFS 062,,Human,5,17,,C,3,8/18/1994 0:00,8,18,1994,8,18,1994,5164,38.7,-119.5333333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,25e8a5a2-c82a-45ba-a75e-490408a92820,Douglas,USNVSFC,279695.0827,4286532.405,NO,,
12448,12448,12720,BLM,NV,NVWID,Winnemucca District,X415,NV-CNC-0218,TWO TIPS,,Natural,1,970.5669475,,E,5,9/16/2002 0:00,9,16,2002,9,16,2002,4416,39.7371,-119.1085,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,b82004e4-2780-48fc-8840-58e125833f50,Churchill,USNVSFC,319323.2105,4400704.306,NO,,
679,679,828,FS,CA,CATNF,Tahoe National Forest,,,MILL,,Human,13,1.5,,B,2,1/15/1994 0:00,1,15,1994,1,15,1994,5010,39.66166667,-120.23,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,a052841b-e6a2-4850-b20a-24a170bbb8bd,Sierra,USCAGVCC,222904.7822,4395194.611,NO,,
683,683,832,FS,CA,CATNF,Tahoe National Forest,,,CRYSTAL,,Human,5,7310,,G,7,8/4/1994 0:00,8,4,1994,8,4,1994,6627,39.50166667,-120.0666667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,15dc4bd9-96f9-4ca9-aff9-e6ed7d0f23ba,Sierra,USCAGVCC,236313.0516,4376940.624,NO,,
684,684,833,FS,CA,CATNF,Tahoe National Forest,,,HIRSCHDALE,,Human,14,1300,,F,6,8/11/1994 0:00,8,11,1994,8,11,1994,5554,39.38166667,-120.0816667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,dfc591a6-40bd-425d-99a9-132e1bbb2947,Nevada,USCAGVCC,234567.4175,4363663.404,NO,,
712,712,918,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,MYSTIC,,Natural,5,40,,C,3,6/11/1995 0:00,6,11,1995,6,11,1995,7293,39.425,-120,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,39a9c3ff-23b3-4566-bdf1-01b68562e314,Washoe,USNVSFC,241762.9058,4368236.642,NO,,
719,719,925,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,KING,,Natural,5,6,,B,2,7/1/1995 0:00,7,1,1995,7,1,1995,5591,38.96166667,-119.8516667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e7218dc6-9792-46f0-ab1f-dc5e7cdf31e2,Douglas,USNVSFC,252914.4362,4316390.879,NO,,
720,720,927,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,WOODCHUCK,,Human,13,3,,B,2,7/6/1995 0:00,7,6,1995,7,6,1995,5400,39.48666667,-119.8933333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,0c4001f2-1c2a-4713-aee2-277d03355d50,Washoe,USNVSFC,251166.0842,4374781.888,NO,,
725,725,932,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,FIREBIRD,,Human,13,5,,B,2,8/3/1995 0:00,8,3,1995,8,3,1995,5650,39.47166667,-119.99,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,686b0676-7cbd-47e7-8c63-14568f907ce7,Washoe,USNVSFC,242795.7766,4373388.456,NO,,
731,731,939,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,COLD SPRINGS,,Human,5,3,,B,2,9/24/1995 0:00,9,24,1995,9,24,1995,5404,39.63,-119.9783333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3b05ae10-8b60-4c0d-8095-b1da3cd74bda,Washoe,USNVSFC,244381.8506,4390931.811,NO,,
733,733,941,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,ASH,,Human,13,30,,C,3,10/3/1995 0:00,10,3,1995,10,3,1995,5738,39.175,-119.83,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7740e28d-b869-42ea-9cdc-d78216b9444c,Carson City,USNVSFC,255529.848,4340012.392,NO,,
734,734,942,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,HUNTER II,,Human,5,50,,C,3,10/31/1995 0:00,10,31,1995,10,31,1995,7224,39.45333333,-119.915,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,a9e6f2eb-b87e-4c2e-bc3d-d77d3b0d8a8d,Washoe,USNVSFC,249182.6137,4371141.747,NO,,
736,736,944,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,MESA VISTA,,Human,13,40,,C,3,12/3/1995 0:00,12,3,1995,12,3,1995,5942,38.80833333,-119.8083333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,f4157ce2-5611-41a9-9994-437bb6635c58,Alpine,USNVSFC,256145.6314,4299254.551,NO,,
888,888,1096,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,LONG 1,,Natural,5,6,,B,2,6/14/1996 0:00,6,14,1996,6,14,1996,7087,38.7,-119.37,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,24f457ab-dc73-409a-baaf-6c2a406bd223,Douglas,USNVSFC,293900.7974,4286152.112,NO,,
890,890,1098,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,MILL,,Human,5,2,,B,2,6/21/1996 0:00,6,21,1996,6,21,1996,6896,38.45,-119.4833333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,85ebc525-2c4e-4ef0-a9af-a0ecd717ce4d,Mono,USNVSFC,283293.4697,4258666.696,NO,,
900,900,1108,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,HEY DAY,,Human,14,2,,B,2,7/18/1996 0:00,7,18,1996,7,18,1996,4823,38.75777778,-119.3755556,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,aadc7ae4-a090-4865-8e52-bf0a51259c3f,Lyon,USNVSFC,293584.0517,4292577.203,NO,,
21259,21259,21659,BIA,NV,NVWNA,Western Nevada Agency,LA3W,2017-NVWNA-030650,Needle 2,,Natural,,969.8839508,,E,5,8/29/2017 0:00,8,29,2017,8,29,2017,4432,39.78806,-119.6808,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,640529fa-5a81-4da0-a24f-d51c9d39a015,Washoe,USNVSFC,270446.4966,4407672.46,NO,,
1027,1027,1236,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,KNOB,,Human,5,4,,B,2,8/4/1996 0:00,8,4,1996,8,4,1996,5630,39.585,-119.8666667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3e7d53ed-cca5-4095-bd01-b19a67cb39ad,Washoe,USNVSFC,253807.8028,4385624.286,NO,,
1037,1037,1246,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,BULL 1,,Natural,14,11,,C,3,8/12/1996 0:00,8,12,1996,8,12,1996,6188,39.55333333,-119.9833333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,6c994b61-40ea-4bec-b44b-3421a66311db,Washoe,USNVSFC,243669.9657,4382435.231,NO,,
1038,1038,1247,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,BULL 2,,Natural,5,2,,B,2,8/12/1996 0:00,8,12,1996,8,12,1996,6247,39.56,-119.9833333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,b808643d-0350-4b58-97dd-02213911456f,Washoe,USNVSFC,243694.5285,4383175.301,NO,,
1050,1050,1259,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,CHINA SPRINGS,,Human,13,20,,C,3,6/23/1996 0:00,6,23,1996,6,23,1996,5118,38.79833333,-119.695,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,457537b6-563b-4f61-8603-e4ea1cede4b5,Douglas,USNVSFC,265955.5013,4297848.134,NO,,
1051,1051,1260,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,JACKS VALLEY,,Natural,5,2,,B,2,7/8/1996 0:00,7,8,1996,7,8,1996,5315,39.07333333,-119.805,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e0564ee6-3457-40f5-a85e-bd7b8d469ab0,Douglas,USNVSFC,257340.9354,4328660.161,NO,,
1060,1060,1269,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,MYSTIC 2,,Natural,5,5,,B,2,8/1/1996 0:00,8,1,1996,8,1,1996,5108,39.47666667,-119.9966667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,1cb339da-554a-4ee8-a709-51b81f582fdf,Washoe,USNVSFC,242240.6709,4373962.57,NO,,
1061,1061,1270,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,BELLI,,Human,14,6700,,G,7,8/5/1996 0:00,8,5,1996,8,5,1996,5843,39.48333333,-119.9816667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,3bc8435f-4ad5-49c9-9791-a284cd7a273c,Washoe,USNVSFC,243555.6359,4374659.79,NO,,
1064,1064,1273,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,ANDERSON,,Natural,5,3,,B,2,8/12/1996 0:00,8,12,1996,8,12,1996,5554,39.615,-119.9266667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,02aa6012-772a-46dc-8f5b-4df03db2eb0a,Washoe,USNVSFC,248762.63,4389120.756,NO,,
20797,20797,21197,BIA,NV,NVWNA,Western Nevada Agency,K76B,2017-NVWNA-030448,Black Mountain,,Natural,,965.5509237,,E,5,7/26/2017 0:00,7,26,2017,7,26,2017,4193,39.7595,-119.3421,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7a3e2d1f-549d-4720-ac75-813d8a3f9a93,Washoe,USNVSFC,299369.1607,4403688.054,NO,,
1120,1120,1331,FS,CA,CAINF,Inyo National Forest,,,TIOGA,,Natural,5,13.2,,C,3,7/14/1996 0:00,7,14,1996,7,14,1996,6736,37.99,-119.145,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,c1c18974-2de7-4f71-a899-46a3d67e29e7,Mono,USCAOVCC,311638.3948,4206876.334,NO,,
12409,12409,12681,BLM,NV,NVWID,Winnemucca District,X375,NV-CNC-0096,TIN CANYON,,Natural,1,965.5387945,,E,5,7/13/2002 0:00,7,13,2002,7,13,2002,6398,40.7735,-119.6669,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Winnemucca District,5fb39473-11ab-40e8-8baa-f647e8bb425f,Washoe,USNVCNC,274931.474,4517036.054,NO,,
1154,1154,1365,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,ARNOT,,Natural,5,5,,B,2,10/1/1996 0:00,10,1,1996,10,1,1996,8622,38.48166667,-119.7216667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,6cbd4011-7dcd-4775-a8c3-82c0984f9789,Alpine,USNVSFC,262595.9709,4262769.308,NO,,
1172,1172,1383,FS,NV,CATMU,Lake Tahoe Basin Management Unit,,,CASTLE,,Natural,5,1.5,,B,2,8/29/1996 0:00,8,29,1996,8,29,1996,7700,38.99,-119.9066667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,8fb357c9-00aa-4777-aebe-d049fea99b67,Douglas,USCACICC,248248.4928,4319686.634,NO,,
1193,1193,1404,FS,CA,CATMU,Lake Tahoe Basin Management Unit,,,ONEITAS,,Human,5,1.5,,B,2,6/3/1996 0:00,6,3,1996,6,3,1996,6447,38.87166667,-119.9966667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,6067f850-4715-4c84-90e0-313653a15550,El Dorado,USCACICC,240019.8719,4306804.339,NO,,
1210,1210,1421,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,BUCKEYE,,Natural,5,20,,C,3,5/12/1997 0:00,5,12,1997,5,12,1997,6768,38.23333333,-119.3166667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,0e23f6d7-72aa-4c51-80bd-00ccbe86c4cb,Mono,USNVSFC,297235.9462,4234242.001,NO,,
1230,1230,1441,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,FLYING M,,Natural,5,12,,C,3,5/20/1997 0:00,5,20,1997,5,20,1997,8140,38.53333333,-119.1,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,e86d4439-f887-4945-83e1-dc26742328c5,Lyon,USNVSFC,316959.6199,4267082.364,NO,,
1259,1259,1471,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,HORIZEN ONE,,Natural,5,2,,B,2,7/30/1997 0:00,7,30,1997,7,30,1997,6519,39.58,-119.8916667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,51230f5f-35fd-4439-a67c-6f1bdd87676e,Washoe,USNVSFC,251642.569,4385138.06,NO,,
1262,1262,1474,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,HIGH,,Natural,5,2,,B,2,8/4/1997 0:00,8,4,1997,8,4,1997,8038,38.69166667,-119.6733333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,cf77798d-5ffc-4684-98e6-6ac401e51f41,Alpine,USNVSFC,267491.4429,4285953.639,NO,,
1275,1275,1487,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,KNOB,,Natural,14,2,,B,2,5/12/1997 0:00,5,12,1997,5,12,1997,5292,39.61333333,-119.8883333,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,7f58a307-bf59-42f2-9d8e-135ce88ea08d,Washoe,USNVSFC,252047.9022,4388829.155,NO,,
1294,1294,1506,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,,,CAMP,,Natural,5,33,,C,3,8/6/1997 0:00,8,6,1997,8,6,1997,6411,38.525,-119.4216667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,25574e55-8f45-40d6-a75f-c4a3edb4e10d,Mono,USNVSFC,288894.5952,4266847.145,NO,,
1297,1297,1509,FS,NV,NVHTF,Humboldt-Toiyabe National Forest,,,SHORNI,,Natural,5,2,,B,2,8/10/1997 0:00,8,10,1997,8,10,1997,6440,38.42833333,-119.17,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,76a2212c-5aa2-47cd-aa20-ffd7a7f8e1c3,Lyon,USNVSFC,310582.8708,4255571.25,NO,,
1305,1305,1517,FS,CA,CATNF,Tahoe National Forest,,,CHILCOOT,,Human,13,2,,B,2,8/14/1997 0:00,8,14,1997,8,14,1997,6339,39.735,-120.1566667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,e0ef996a-28cb-49c7-90d8-65cb20f772f6,Plumas,USCAGVCC,229483.8936,4403111.696,NO,,
1316,1316,1528,FS,CA,CATMU,Lake Tahoe Basin Management Unit,,,CRISTMAS,,Natural,5,2,,B,2,7/28/1997 0:00,7,28,1997,7,28,1997,6440,38.82833333,-120.015,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,b414427c-caec-4e04-947d-17647c697287,El Dorado,USCACICC,238270.1026,4302046.709,NO,,
1317,1317,1529,FS,CA,CAPNF,Plumas National Forest,,,MEADOW,,Human,5,2,,B,2,8/31/1997 0:00,8,31,1997,8,31,1997,6342,40.05666667,-120.225,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,5450f3a3-f39f-4d88-b4eb-e76d3521f0a5,Plumas,USCAPNFC,224917.4442,4439031.751,NO,,
1347,1347,1559,FS,NV,CATMU,Lake Tahoe Basin Management Unit,,,KINGSBURY,,Human,5,2,,B,2,9/1/1997 0:00,9,1,1997,9,1,1997,8724,38.95,-119.9,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Carson City District,fe8e702b-09cd-4c98-a088-be2f03e5041e,Douglas,USCACICC,248684.5513,4315228.186,NO,,
1528,1528,1742,FS,CA,NVHTF,Humboldt-Toiyabe National Forest,7502,,SWAUGER,,Natural,5,1.5,,B,2,9/3/1998 0:00,9,3,1998,9,3,1998,7434,38.35166667,-119.335,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Central California District,9d96f3fd-c870-40d1-a2b9-b2724f1c921b,Mono,USNVSFC,295962.9634,4247414.879,NO,,
1610,1610,1825,FS,CA,CAPNF,Plumas National Forest,4315,,DOOLEY,,Human,13,4.5,,B,2,10/12/1998 0:00,10,12,1998,10,12,1998,5928,39.965,-120.1916667,slevitt_nifc,10/16/2018 21:30,slevitt_nifc,10/16/2018 21:30,Northern California District,9fa952fa-b94e-4fd7-bae4-d7462d220d71,Plumas,USCAPNFC,227396.3253,4428752.281,NO,,
